['03:31:58.172]', 3802]

['03:33:59.332]', 3802]

['03:36:00.374]', 3802]

['03:39:01.873]', 3804]

['04:01:13.148]', 3802]

['04:03:14.152]', 3800]

['04:05:15.342]', 3802]

['04:17:21.037]', 3799]

['04:19:22.096]', 3799]

['04:21:23.281]', 3798]

['04:23:24.316]', 3799]

['04:25:25.661]', 3794]

['04:27:26.556]', 3794]

['04:29:27.542]', 3799]

['04:31:28.483]', 3800]

['04:33:29.797]', 3798]

['04:35:30.867]', 3798]

['04:37:31.697]', 3795]

['04:39:32.745]', 3797]

['04:41:33.999]', 3795]

['04:44:35.667]', 3797]

['04:46:36.633]', 3797]

['04:48:37.887]', 3797]

['04:50:38.791]', 3798]

['04:53:40.389]', 3797]

['04:55:41.514]', 3795]

['04:57:42.623]', 3795]

['05:13:49.753]', 3795]

['05:15:50.692]', 3794]

['05:20:53.658]', 3793]

['05:22:55.166]', 3793]

['05:24:56.698]', 3792]

['05:48:07.605]', 3791]

['05:51:08.560]', 3790]

['05:53:09.828]', 3792]

['06:14:20.177]', 3789]

['06:16:21.169]', 3789]

['06:20:23.503]', 3786]

['06:22:24.546]', 3786]

['06:24:25.240]', 3787]

['06:26:26.318]', 3785]

['06:28:27.397]', 3787]

['06:30:28.639]', 3786]

['06:32:29.649]', 3786]

['06:34:30.686]', 3786]

['06:37:32.483]', 3786]

['06:40:34.131]', 3786]

['06:42:35.485]', 3786]

['06:44:36.936]', 3785]

['06:46:37.920]', 3785]

['07:04:46.191]', 3782]

['07:06:46.967]', 3782]

['07:09:48.637]', 3781]

['07:21:54.225]', 3781]

['07:23:55.218]', 3781]

['07:25:56.562]', 3781]

['07:28:58.274]', 3781]

['07:30:59.155]', 3780]

['07:33:00.629]', 3779]

['07:35:01.970]', 3778]

['07:37:02.733]', 3778]

['07:39:03.549]', 3777]

['07:45:07.155]', 3778]

['07:59:14.043]', 3775]

['08:03:16.515]', 3774]

['08:06:18.402]', 3774]

['08:08:19.451]', 3773]

['08:10:20.605]', 3773]

['08:12:21.275]', 3772]

['08:16:22.575]', 3771]

['08:18:23.646]', 3764]

['08:21:25.528]', 3771]

['08:23:26.280]', 3770]

['08:26:28.346]', 3771]

['08:28:29.291]', 3764]

['08:30:29.898]', 3770]

['08:32:30.754]', 3769]

['08:34:31.983]', 3769]

['08:37:33.722]', 3768]

['08:39:34.636]', 3767]

['08:43:35.820]', 3768]

['08:45:36.939]', 3768]

['09:03:45.279]', 3764]

['09:05:46.094]', 3765]

['09:07:46.874]', 3765]

['09:10:47.811]', 3763]

['09:13:49.325]', 3763]

['09:32:59.429]', 3762]

['09:35:00.261]', 3760]

['09:37:01.425]', 3761]

['09:41:03.597]', 3759]

['09:43:04.391]', 3759]

['09:45:05.392]', 3758]

['09:47:06.288]', 3758]

['09:50:08.014]', 3757]

['09:54:10.270]', 3757]

